Title,Publisher,Published,Downloads,Pages,Category
"Hey Beautiful, You Are The Hope",Santosh Jha,Oct-14,663,52,Self-Improvement
The Success Diaries,"Howard Rose, Jr.",Oct-14,708,128,Self-Improvement
The Science of Getting Rich,Marc Stewart,Oct-14,1344,125,Self-Improvement
Online Dating: 5 Steps To Become An Unstoppable Seducer,Max S. Trion,Sep-14,694,60,Self-Improvement
No Real Estate Broker Needed; Things to Do Before You Sell Your House - 100+ Tips,Terry D. Clark,Sep-14,323,61,Self-Improvement
Why Do You Want To Change Me?,Santosh Jha,Sep-14,537,63,Self-Improvement
"Fanning The Ember - Creating a Life of Joy, Purpose and Abundance",Ron,Sep-14,419,56,Self-Improvement
"The Routine System, or How Priorities Work",Jacob Jukovski,Sep-14,514,38,Self-Improvement
177 Motivational Success Quotes to Live the Championship Life,John Di Lemme,Sep-14,4241,29,Self-Improvement
365 Affirmations to Absolutely Gurantee a Record-Breaking Year,John Di Lemme,Sep-14,1922,24,Self-Improvement
The Treasury of Memories,Dr Ram Lakhan Prasad,Sep-14,96,200,Self-Improvement
The G-Code: The Secret of The Streets Revealed Vol.1,Ty Mac,Aug-14,323,90,Self-Improvement
Ancestry; Find Your History and Family Tree Genealogy - Advance How to Search Tips,Terry D. Clark,Aug-14,642,57,Self-Improvement
Take Two,Brian Otachi Nyakundi,Aug-14,410,59,Self-Improvement
Brain Power Booster Tips to Release Critical and Creative Thinking In You,Terry D. Clark,Aug-14,2898,51,Self-Improvement
Get Your Ex Back,Ebon Shah,Aug-14,584,24,Self-Improvement
Thinking About Buying A Boat? Get the '411' Tips Before You Lay Down Your CASH...for Your Dream Boat!,Terry D. Clark,Aug-14,135,88,Self-Improvement
Four Steps To Wealth,Stuart Goldsmith,Aug-14,1187,34,Self-Improvement
Seven Secrets Of Millionaires,Stuart Goldsmith,Aug-14,2460,150,Self-Improvement
Bed Bugs: What You Didn't Know About This Silent Insect,Terry D. Clark,Jul-14,608,50,Self-Improvement
How to Buy & Do Almost Any Thing Right the First Time Around Handbook,Terry D. Clark,Jul-14,946,129,Self-Improvement
Discover the Real Truth How to Sharpen Your Mind & Memory with Ease,Terry D. Clark,Jul-14,1833,57,Self-Improvement
How to Text a Girl You Like,Street Pickup,Jul-14,821,21,Self-Improvement
Discover 100 Ways How Quickly You Can Change Your Poor Credit Score Vol.2,Terry D. Clark,Jul-14,869,120,Self-Improvement
Naked Solutions of Dressed Up Life Woes,Santosh Jha,Jul-14,835,95,Self-Improvement
Habitual Hero: The Art Of Winning,Santosh Jha,Jul-14,745,59,Self-Improvement
Soul Codes™,Isis,Jul-14,829,57,Self-Improvement
Living Stress Free: The Secret of How To Manage Stress And Live Life Fully,Sonali Perera,Jul-14,1589,22,Self-Improvement
When Things Keep Going Wrong (Transforming Adversity),Beyond Timelines,Jul-14,766,43,Self-Improvement
Power your Life with PEP,RVM,Jul-14,471,138,Self-Improvement
Mastering the Pundamentals,J.T. Smith,Jun-14,383,23,Self-Improvement
The Great Life Swindle,Laura Tong & Mark Tong - Global Feel Good Company,Jun-14,404,59,Self-Improvement
The Secret of Dating a Girl in 5 Minutes,Zoey_Jenson,Jun-14,1014,40,Self-Improvement
The Mastery of Change (Free Version),Sean O'Donoghue Morgan,Jun-14,4492,76,Self-Improvement
What to Do When It Hits the Fan,Carlo Ami,Jun-14,649,44,Self-Improvement
I Wanna Be Happy,RVM-Author,May-14,1265,94,Self-Improvement
Red,Neal D. Samudre,May-14,468,67,Self-Improvement
Pathway to Light: The Golden Mile,Love Inspiration,May-14,877,224,Self-Improvement
Daily Plan - Motivate Your Life,Omar S. Adel,May-14,4209,45,Self-Improvement
iHope: People Inspired to Release Pearls of Possibilities,K. A. Perkins,May-14,385,85,Self-Improvement
How to Become a Life Coach,Rie Walden,Apr-14,1403,61,Self-Improvement
"LuciLight.Com, Year 1",Luci Light,Apr-14,98,121,Self-Improvement
100 Diamond Quotes,RVM,Apr-14,2329,118,Self-Improvement
The Bhagavad Gita for the Rest of Us,Giridhar Boray,Mar-14,953,50,Self-Improvement
Self Transformation,Ahmad Gogo,Mar-14,1590,21,Self-Improvement
Motivating the Unmotivated,Dr Ram Lakhan Prasad,Mar-14,9269,116,Self-Improvement
Heroes: Inspiration for All Ages,Robert S. Swiatek,Mar-14,653,165,Self-Improvement
50 Reasons to Not Suffer,Robert Velarosa,Mar-14,1249,38,Self-Improvement
Pursuit of Freedom,Brian,Mar-14,1252,71,Self-Improvement
10 Life Lessons to Find Your Why Now and Achieve Ultimate Success,John Di Lemme,Mar-14,2703,78,Self-Improvement
"Champions are Born, Losers are Made",John Di Lemme,Mar-14,1645,63,Self-Improvement
Getting What you Want Now! (Transforming Inner Resistance),Beyond Timelines,Mar-14,1957,34,Self-Improvement
Mutual Awakening,Patricia Albere and Jeff Carreira,Feb-14,383,70,Self-Improvement
The Inspirational Stories,Johnny S.,Feb-14,1745,66,Self-Improvement
Tiger's Law,Tiger Joo,Feb-14,477,67,Self-Improvement
Reaching Out,Stephen Tan,Feb-14,239,351,Self-Improvement
Entrepreneurship for Women: What to do Before Starting a Business,Terry Clark,Feb-14,1794,211,Self-Improvement
How to Attract Women Right Away,Remy Jacobs,Feb-14,1972,33,Self-Improvement
Making the Move to Managing Your Own Personal Assistance Services,U.S. Department of Labor,Feb-14,110,69,Self-Improvement
"Rise Light, Fresh and Shine with an X Factor (Transforming De-Motivation)",Beyond Timelines,Feb-14,1169,68,Self-Improvement
Alphabet Soup for the Weary Soul,Paul Selvam,Feb-14,970,33,Self-Improvement
Want to Know How to Get the Best Mortgage Deal in America?,Terry Clark,Jan-14,143,101,Self-Improvement
What Car Should I Buy? New or Used without the Hype ~ Please!,Terry Clark,Jan-14,240,99,Self-Improvement
Enter New Year A New You,Santosh Jha,Jan-14,1621,64,Self-Improvement
A Brief Guide to Understand Everything,Max Mische,Jan-14,2992,149,Self-Improvement
Identity Theft: The Other you has Stolen Your Identity ~ How to Stop Him/Her!,Terry Clark,Jan-14,496,110,Self-Improvement
"My Golf Swing Stinks! Don't Get Tee'd Off ~ Swing Like This, Not Like That!",Terry Clark,Jan-14,257,137,Self-Improvement
Common Mistakes we Make When Shoe Shopping!,Terry Clark,Jan-14,187,58,Self-Improvement
Mom Can I be Fixed?  'ADHD' Your Child Needs Your Immediate Attention sd,Terry Clark,Jan-14,484,86,Self-Improvement
"Fantasy Football, Your Either In or Out - It Ain't all Fun Baby!",Terry Clark,Jan-14,133,103,Self-Improvement
"Meet the Real Deal Chicken: No Process, No Steroids or Cloning",Terry Clark,Jan-14,277,103,Self-Improvement
This is a Stickup: Give me all Your Tax Money!,Terry Clark,Jan-14,147,126,Self-Improvement
Drug Addition: Can you Save Your Teen Before it's too Late?,Terry Clark,Jan-14,233,83,Self-Improvement
When the Light Goes Out at the End of the Tunnel Depression the Silent Killer,Terry Clark,Jan-14,489,103,Self-Improvement
"What You Need to Know before You Consider Retirement, Even When the Economy Is Weak iahk",Terry Clark,Dec-13,463,117,Self-Improvement
"About Online Dating, Before You Strike Those Keys - What You Need to Do First",Terry Clark,Dec-13,432,140,Self-Improvement
Take This Money and Stuff It,Terry Clark,Dec-13,503,109,Self-Improvement
Credit Cards Taking a Nose Dive? Are the Rates Killing You? How to Take Matters into Your Own Hands,Terry Clark,Dec-13,238,140,Self-Improvement
You Sexy Slim Long Beautiful Hair Woman,Terry Clark,Dec-13,475,103,Self-Improvement
Do You Take This Man or Woman? Yes I Do,Terry Clark,Dec-13,252,116,Self-Improvement
"6 Ways to Sunday, How to Cope with Relathionship Breakups",Terry Clark,Dec-13,731,90,Self-Improvement
Bollocks People Tell You,Laura & Mark Tong - Global Feel Good Company,Dec-13,1006,107,Self-Improvement
Meditation - For Everyday Living,HealthierYouToday,Dec-13,5465,139,Self-Improvement
A Guide Through the Lake of Fire (How to Fix Your Schizophrenia),M. B. Poirier,Dec-13,378,53,Self-Improvement
Motivation Techniques-Motivating the Unmotivated,Dr Ram Lakhan Prasad,Nov-13,1628,172,Self-Improvement
"I Can't Do It, Yes You Can (Transforming Fear)",Beyond Timelines,Nov-13,8068,65,Self-Improvement
Your Journey of Being,Tom Anderson,Nov-13,822,138,Self-Improvement
Pure Heart - Restoration of the Heart Through the Beatitudes,Tom and Donna Cole,Nov-13,2359,69,Self-Improvement
"I'm Okay, Life's Okay",Lisa Steingold,Oct-13,1398,179,Self-Improvement
Inspirational Lessons from Inspirational People,Mohammad Kassem,Oct-13,888,54,Self-Improvement
I Trusted Him,Jennifer Smith,Oct-13,20908,158,Self-Improvement
Conscious Blitz,Mohammad Kassem,Sep-13,522,60,Self-Improvement
Crossing Intersections,Grace Samson-Song,Sep-13,286,50,Self-Improvement
Awareness Building and Consciousness Raising Facts,Mohammad Kassem,Sep-13,759,52,Self-Improvement
"The Epic of Gilgamesh, the Teachings of Siduri and How Siduri's Ancient Advice can Help Guide us to a Happier Life",Peter Dyr,Sep-13,454,52,Self-Improvement
101 Tips in Avoiding Procastination,Ben Jacobs,Sep-13,7219,64,Self-Improvement
A Proven Roadmap to Banish Fears,Mohammad Kassem,Sep-13,1297,53,Self-Improvement
Let’s Get Organized! - Easy and Simple Strategies to Getting (and Staying) Organized,Amanda Miron,Aug-13,1470,53,Self-Improvement
The Process: Relearning Who You Really Are,Ronald G. Sherman,Jul-13,760,156,Self-Improvement
Awesome Love,Bernard Levine,Jun-13,1923,152,Self-Improvement
Your Greatest You! Your Step-by-Step Guide to Becoming Your Greatest Self,Coach Luc Despres,Jun-13,2618,41,Self-Improvement
Get the Girl,Mehow,Jun-13,1847,172,Self-Improvement
The Flirt Playbook,Derek Rake,May-13,4626,87,Self-Improvement
Stress Soothers,Mohammad Kassem,May-13,1029,52,Self-Improvement
"Luminous Journey, Luminous way",Parvathy,Mar-13,492,240,Self-Improvement
Tattoos on Your Soul,Kenn Hubbs,Mar-13,489,28,Self-Improvement
The Porn Recovery Manual,Chris Haven,Mar-13,1103,22,Self-Improvement
7 Proven Laws of Success to Live a Prosperous Life,John Di Lemme,Mar-13,3282,23,Self-Improvement
Our Interdimensional Family,Rex Haire,Feb-13,1745,375,Self-Improvement
Discovery of Happiness,Anand,Feb-13,1762,187,Self-Improvement
Kabbalah Unveiled,Ninoslav Šafarić,Feb-13,1145,66,Self-Improvement
The Best of Bernard Levine,Bernard Levine,Feb-13,457,60,Self-Improvement
Daily Affirmation for Love: 365 Days of Love in Thought and Action,Mamiko Odegard,Feb-13,1263,268,Self-Improvement
Its No Longer Your Fault You're Smoking,Jennifer Macdonald,Jan-13,887,62,Self-Improvement
The Spiritual Laws,Vicent  Guillem,Jan-13,4828,243,Self-Improvement
Observation,Gerald Culbert,Nov-12,3619,146,Self-Improvement
How to be Debt Free in 100 Days,MyDebtRelease,Nov-12,1805,122,Self-Improvement
We've got to get Back to the Garden,Robert S. Swiatek,Nov-12,1500,151,Self-Improvement
How to Make This Year the Year,Kevin Kavanagh,Nov-12,1108,37,Self-Improvement
Meditation for Beginners: The Guide to Self Enlightenment,Joe Viltmore,Nov-12,3038,65,Self-Improvement
A Course in Manifestation: The Art of Consciously Creating Desired Experiences,Tomislav Tomic,Oct-12,6487,88,Self-Improvement
Retirement Planning for Baby Boomers,David Kinghorn,Oct-12,1144,105,Self-Improvement
Mega Living,Robin Sharma,Oct-12,7600,194,Self-Improvement
A Course in Happiness,Tomislav Tomic,Oct-12,10412,146,Self-Improvement
"Seed of 3 Goals, 1 Vision",Panchal Antonees,Oct-12,579,43,Self-Improvement
Introduction to Emotional Intelligence with Money,Vangile Makwakwa,Sep-12,1921,86,Self-Improvement
Why Good People Sometimes do bad Things: 52 Reflections on Ethics at Work,Muel Kaptein,Sep-12,4588,203,Self-Improvement
"Stay Alert, Stay Alive: Criminals Reveal Their Secrets",Michael P.S . Williams,Sep-12,4261,128,Self-Improvement
Drug Addiction,Wayne Laprise,Aug-12,1715,50,Self-Improvement
45 Things to do to Keep Your Relationship Alive,Bellaisa Filippis,Aug-12,9588,59,Self-Improvement
Quotes for Success,Judi Saunders,Aug-12,3025,50,Self-Improvement
Personal Coaching - Definitions and Models,Dean Amory,Aug-12,1181,319,Self-Improvement
Essential Knowledge for Personal Coaches,Dean Amory,Aug-12,2542,613,Self-Improvement
Personal Coaching Techniques,Dean Amory,Aug-12,1676,549,Self-Improvement
Find Your Passion in Life,Remy Chausse,Aug-12,3447,52,Self-Improvement
The Intentional Parent: Becoming a Competent Family Leader,"Peter Favaro, Ph.D.",Jul-12,6760,199,Self-Improvement
"The Small Ones, the Spirituality in School",José Cruz,Jul-12,416,80,Self-Improvement
Curators of  Souls,José Cruz,Jul-12,739,74,Self-Improvement
A Buddha was Born,José Cruz,Jul-12,3199,107,Self-Improvement
Reunion of Light,José Cruz,Jul-12,566,136,Self-Improvement
The Place,Jerry McGowan,Jul-12,3504,55,Self-Improvement
Guitar Trigger,Rob Paris,Jun-12,3628,50,Self-Improvement
"The Get More Sex, Get Better Sex Course - Week 1",Jeremy Parker,Jun-12,5170,103,Self-Improvement
Limitless Genius - Explore and Possess Endless Abilities of Your Mind the Fastest Way Ever !,Marcin Myslinski,Jun-12,4049,26,Self-Improvement
Singleship: Don't Make Cake With Rotten Eggs!,J.J. Jones,May-12,1771,125,Self-Improvement
Treatment of Sleep Apnea,Dalyn Baker,May-12,1972,49,Self-Improvement
Discover the Incredible you,Sal Parkes,May-12,5919,58,Self-Improvement
How to be Happy,Bob Brown,Apr-12,5740,55,Self-Improvement
Life Coaching: Definitons and Coaching Models,Dean Amory,Apr-12,3437,319,Self-Improvement
The Present - Finding Myself in the Middle of Nowhere,Jerry Downs,Apr-12,1395,79,Self-Improvement
Overcoming OCD & Depression:  My Personal Journey and Recovery,David B. White,Apr-12,2320,53,Self-Improvement
Your Prosperity Paradigm,Leslie Fieger,Apr-12,5143,348,Self-Improvement
Perfect Presentations - How You Can Master the Art of Successful Presenting,Andrew Ivey,Mar-12,4718,50,Self-Improvement
30 Days to a Sexier You! A Self Help Guide for Women Suffering from Low Libido,"Linda L. Ryan, RN",Mar-12,15578,50,Self-Improvement
How to Stand for Your Marriage,EssJee Rautenbach,Feb-12,2340,20,Self-Improvement
Why Many Married Women are Frustrated,Oluseye A. Komolafe,Feb-12,2026,75,Self-Improvement
The Art of Meditation,Tracy Morrow,Feb-12,2903,33,Self-Improvement
Academic Success For All: Three Secrets to Academic Success,Elana Peled,Feb-12,14907,61,Self-Improvement
Gibebe,Joyce Mbaya,Feb-12,1382,50,Self-Improvement
What Lies Within You: Inspirational Quotes to Lift Your Spirits,Molly Larkin,Jan-12,2879,50,Self-Improvement
Fingers Pointing - Birds Singing,Ron FLowers,Jan-12,4548,83,Self-Improvement
"Our Holy Hell: The Causes, the Solutions",Aron Loyd,Dec-11,2508,389,Self-Improvement
Unleashing the Power of Consultative Selling,Richard Grehalva,Dec-11,4739,50,Self-Improvement
7 Principles to Live a Champion Life,John Di Lemme,Dec-11,13293,106,Self-Improvement
How to Wake up Before you Have to,Benjamin Marlin,Dec-11,3613,50,Self-Improvement
Chin Up Girl,Joseph Dillard,Dec-11,9696,62,Self-Improvement
Self-Culture Through the Vocation,Edward Griggs (edited By A J Finch),Oct-11,505,50,Self-Improvement
The Meaning of Life & Who is Your Infinite I?,David M. Webb,Sep-11,2484,179,Self-Improvement
28 Days to Success,Tommy Macken,Aug-11,49722,108,Self-Improvement
Modern Buddhism - The Path of Compassion and Wisdom - Volume 3 Prayers for Daily Practice,Geshe Kelsang Gyatso,Aug-11,3339,50,Self-Improvement
Modern Buddhism - The Path of Compassion and Wisdom - Volume 2 Tantra,Geshe Kelsang Gyatso,Aug-11,3084,50,Self-Improvement
Modern Buddhism - The Path of Compassion and Wisdom - Volume 1 Sutra,Geshe Kelsang Gyatso,Aug-11,6359,50,Self-Improvement
Soul Planet: An Explorer's Guide to Overcoming Fear: An Inspirational Story Guide Examining Fear,Ivee Olivares,Aug-11,2045,127,Self-Improvement
The Secret to the Law of Attraction,Kenny Bus,Aug-11,13788,62,Self-Improvement
The Art of Change,Marc Burock,Jun-11,6286,25,Self-Improvement
How to Dramatically Increase Your Vocal Range,Diane Hamel,May-11,8014,38,Self-Improvement
Ascension or Destruction,Michael Burke and Alexander Zielinski,May-11,6406,115,Self-Improvement
"22 Powerful Tools to Transform Your Fear into Happiness, Peace, & Inspiration",Evolution Ezine Readers,Mar-11,23308,61,Self-Improvement
Life's Way,Metha Metharom,Mar-11,11131,156,Self-Improvement
The 9 Strategy Factors for Being a Super Desirable Guy,C. R. James,Mar-11,10096,50,Self-Improvement
Metal Mindset,Mark Piercy,Feb-11,8052,42,Self-Improvement
Change Your Mind - Change Your Life,Leon Van Keulen,Feb-11,33637,91,Self-Improvement
The Danger of Psychic Attacks,Daniel Hinds,Feb-11,10587,50,Self-Improvement
"Aerobics--The Big ""Fat"" Lie",Kasper V. Christensen,Jan-11,6160,13,Self-Improvement
Read Between the Lines-Edition 2,Darren E. Williams,Jan-11,5908,86,Self-Improvement
Natural Weight Loss Revealed,Kathy Joyce,Jan-11,5416,51,Self-Improvement
A Start-up Guide to Dating Mastery,Neil Ward,Dec-10,29398,58,Self-Improvement
Lose Weight Fast and Easy,Kate Reese,Dec-10,3395,24,Self-Improvement
Stress Management - How to Break Free from a Stressful Lifestyle,Nelmsc,Dec-10,12161,55,Self-Improvement
"Why Growth Is Good: The Case for Personal Growth, Self-Help and the New Age",Chris Edgar,Dec-10,6173,63,Self-Improvement
Never Ever Ever Ever Give Up,Richard Duszczak,Dec-10,31131,26,Self-Improvement
Embrace the Light: A Woman's Story through Poetry to Touch Your Heart,Donna  Solitario,Dec-10,9122,114,Self-Improvement
Transformational Tools,Rhett Bise,Nov-10,9336,45,Self-Improvement
Free! Improving Your Current Financial Situation Through Trading Foreign Currencies,Henry W.,Nov-10,10944,58,Self-Improvement
Butterflies are Free to Fly,Stephen Davis,Oct-10,38093,314,Self-Improvement
Vibrant Living,Fred G. Thompson,Sep-10,15535,112,Self-Improvement
Re-Engineering Yourself with Dynamic Affirmations,Chrisanthia Pierre,Aug-10,19664,31,Self-Improvement
21st Century Time Management for Busy Managers,Michael Erwin,Aug-10,43479,34,Self-Improvement
Power of Thoughts,bindalTech,Aug-10,12828,26,Self-Improvement
Motivating Tips,Jan Tincher,Aug-10,19241,17,Self-Improvement
Budget Breeze,John Eriksen,Aug-10,8418,14,Self-Improvement
The Secret to Outrageous Loving,Roger Ali Bocus,Aug-10,12210,30,Self-Improvement
Online Paid Surveys - Volume I,Ewen Chia,Aug-10,6004,14,Self-Improvement
Focus: The Key to Success - Unleash the Hidden You,http://www.xiqual.tk,Aug-10,13439,16,Self-Improvement
Pocket Mentor Formula,Fraser J. Hay,Aug-10,7254,26,Self-Improvement
